Date,AQI,PM2.5,PM10,NO2,CO,O3
2017-10-29,145.0,70.46,147.82,25.47,0.12,58.83
2017-10-30,130.0,66.92,144.48499999999999,34.42,0.0,56.25
2017-10-31,128.0,63.38,141.15,43.37,0.79,53.67
2017-11-01,150.0,68.21,149.12,46.37,1.19,58.62
2017-11-02,156.0,69.73,141.02,37.68,1.06,63.67
2017-11-03,158.0,66.51,126.96,37.44,1.04,55.23
2017-11-04,114.0,49.62,97.93,35.86,0.58,51.23
2017-11-05,91.0,32.45,68.47,31.18,0.52,47.67
2017-11-06,80.0,29.33,67.08,39.1,0.58,43.64
2017-11-07,94.0,34.96,81.64,43.63,0.68,43.46
2017-11-08,105.0,38.84,82.74,40.59,0.57,54.87
2017-11-09,95.0,39.57,84.55,39.12,0.59,50.7
2017-11-10,100.0,44.44,83.57,35.39,0.59,55.83
2017-11-11,123.0,61.84,115.98,42.21,0.63,71.54
2017-11-12,123.0,57.58,109.26,42.84,0.74,53.74
2017-11-13,111.0,55.36,107.88,37.83,0.74,59.62
2017-11-14,111.0,58.41,118.47,39.01,0.83,44.16
2017-11-15,104.0,51.08,100.21,36.07,0.68,48.8
2017-11-16,92.0,41.31,82.13,34.29,0.58,43.11
2017-11-17,82.0,37.72,80.34,33.87,0.61,37.36
2017-11-18,106.0,66.82,71.59,32.58,0.65,37.79
2017-11-19,112.0,36.53,77.41,34.18,0.72,39.81
2017-11-20,86.0,43.64,89.51,36.84,0.82,42.8
2017-11-21,106.0,44.65,87.99,39.07,0.81,40.93
2017-11-22,102.0,40.48,75.97,32.25,0.7,51.0
2017-11-23,133.0,96.83,88.36,37.91,0.76,39.92
2017-11-24,149.0,69.5,125.61,35.4,0.76,60.26
2017-11-25,140.0,70.91,133.01,37.5,0.71,68.38
2017-11-26,147.0,84.08,137.59,50.36,0.9,52.91
2017-11-27,166.0,73.25,145.39,52.99,0.86,55.76
2017-11-28,171.0,91.39,144.06,54.18,0.9,56.56
2017-11-29,164.0,66.49,122.5,45.7,0.81,67.32
2017-11-30,140.0,64.72,121.51,45.03,0.82,60.26
2017-12-01,139.0,70.03,128.64,37.15,0.8,59.62
2017-12-02,135.0,69.44,123.66,35.14,0.76,65.3
2017-12-03,140.0,70.83,125.86,38.05,0.8,63.84
2017-12-04,144.0,70.47,119.15,37.31,0.78,67.63
2017-12-05,128.0,58.07,96.64,29.67,0.7,60.14
2017-12-06,100.0,51.81,85.9,30.32,0.72,48.64
2017-12-07,122.0,69.33,127.59,40.86,0.91,48.33
2017-12-08,145.0,74.79,153.15,39.18,0.8,61.72
2017-12-09,142.0,67.7,149.05,38.26,0.77,59.43
2017-12-10,120.0,48.99,108.63,37.26,0.69,39.78
2017-12-11,117.0,55.7,117.26,48.48,1.05,44.73
2017-12-12,144.0,66.78,140.38,62.23,1.19,54.6
2017-12-13,143.0,69.33,136.56,50.13,1.0,48.7
2017-12-14,132.0,66.12,120.92,39.48,0.92,48.56
2017-12-15,126.0,68.48,119.88,38.85,0.77,42.62
2017-12-16,133.0,68.87,131.11,48.12,0.88,42.31
2017-12-17,136.0,71.38,142.76,47.26,0.8,46.91
2017-12-18,140.0,73.33,143.78,37.36,0.59,56.42
2017-12-19,138.0,59.35,130.67,49.48,0.7,45.37
2017-12-20,151.0,88.14,152.17,67.71,1.33,43.0
2017-12-21,164.0,74.94,148.17,68.63,1.4,51.64
2017-12-22,195.0,130.23,162.0,73.32,1.4,50.01
2017-12-23,180.0,82.05,170.76,65.66,1.26,57.5
2017-12-24,169.0,79.19,156.46,63.74,1.14,47.69
2017-12-25,163.0,76.47,144.94,56.9,1.13,38.5
2017-12-26,164.0,76.08,151.9,53.18,0.87,53.45
2017-12-27,136.0,63.18,129.4,55.68,0.85,47.38
2017-12-28,132.0,68.65,139.18,60.71,0.93,47.22
2017-12-29,184.0,112.35,152.12,67.12,1.09,49.58
2017-12-30,156.0,65.09,132.99,67.32,1.1,41.64
2017-12-31,138.0,68.45,126.76,62.26,1.02,39.55
2018-01-01,122.0,57.7,119.64,54.46,0.99,38.93
2018-01-02,126.0,68.55,135.87,51.51,0.92,51.26
2018-01-03,163.0,77.77,149.51,46.8,0.83,56.84
2018-01-04,174.0,79.18,164.76,60.89,1.0,58.03
2018-01-05,164.0,76.33,160.28,63.88,1.05,52.74
2018-01-06,158.0,73.15,150.95,63.11,1.1,47.04
2018-01-07,146.0,72.41,144.54,55.39,1.03,50.17
2018-01-08,146.0,72.66,141.46,51.85,0.98,52.61
2018-01-09,160.0,77.65,160.44,53.96,0.95,57.35
2018-01-10,165.0,74.08,158.74,53.36,1.03,56.34
2018-01-11,160.0,76.19,162.88,59.3,1.04,55.98
2018-01-12,155.0,74.76,159.96,64.97,1.09,52.03
2018-01-13,150.0,70.48,157.0,59.98,1.19,49.6
2018-01-14,140.0,72.38,141.02,54.79,1.16,48.64
2018-01-15,143.0,70.98,115.26,37.89,0.83,50.02
2018-01-16,132.0,65.1,126.51,39.7,0.92,43.58
2018-01-17,125.0,64.2,128.06,45.06,0.87,45.85
2018-01-18,129.0,65.86,141.85,55.84,0.99,37.53
2018-01-19,129.0,61.1,139.54,56.03,0.9,38.71
2018-01-20,131.0,64.18,143.85,60.93,1.0,45.46
2018-01-21,133.0,68.52,140.77,56.67,0.95,44.16
2018-01-22,142.0,72.01,142.1,50.74,0.89,52.29
2018-01-23,125.0,60.4,117.57,46.04,0.71,47.74
2018-01-24,121.0,67.07,131.41,42.71,0.71,45.11
2018-01-25,139.0,68.8,155.17,54.52,0.89,45.4
2018-01-26,146.0,66.84,155.11,56.49,0.91,52.7
2018-01-27,167.0,69.43,156.79,55.38,1.45,52.9
2018-01-28,138.0,68.84,145.17,49.3,0.85,48.76
2018-01-29,140.0,67.69,149.79,46.08,0.84,50.19
2018-01-30,137.0,59.46,152.71,51.91,0.68,51.92
2018-01-31,130.0,53.45,141.76,59.99,1.0,40.67
2018-02-01,129.0,50.88,129.95,67.8,1.1,36.26
2018-02-02,125.0,47.46,120.39,68.01,0.99,36.32
2018-02-03,114.0,43.48,115.8,53.31,0.8,50.3
2018-02-04,104.0,39.14,105.44,41.49,0.73,54.21
2018-02-05,111.0,41.79,112.02,43.96,0.73,56.47
2018-02-06,111.0,48.86,124.69,58.09,0.86,36.51
2018-02-07,125.0,56.76,135.34,72.8,0.99,39.53
2018-02-08,114.0,46.18,105.04,59.37,0.84,34.55
2018-02-09,108.0,50.05,116.97,55.81,0.87,35.92
2018-02-10,113.0,52.28,119.66,53.5,0.82,29.39
2018-02-11,100.0,50.55,88.76,28.9,0.6,34.88
2018-02-12,102.0,54.34,87.6,20.55,0.61,38.74
2018-02-13,94.0,46.38,85.63,31.98,0.61,44.34
2018-02-14,100.0,50.52,100.95,44.77,0.76,46.28
2018-02-15,113.0,52.88,118.54,48.93,0.84,46.88
2018-02-16,110.0,51.84,116.94,51.24,0.81,41.68
2018-02-17,108.0,49.86,121.32,60.23,0.92,39.46
2018-02-18,116.0,55.87,126.08,58.63,1.02,47.42
2018-02-19,111.0,46.22,112.55,44.16,0.77,53.02
2018-02-20,103.0,47.64,101.62,41.75,0.74,50.85
2018-02-21,107.0,54.76,118.2,46.91,0.85,47.88
2018-02-22,114.0,57.85,131.06,49.21,0.88,46.5
2018-02-23,123.0,56.99,125.93,48.0,0.85,48.94
2018-02-24,106.0,43.57,112.47,43.62,0.7,45.22
2018-02-25,104.0,43.37,105.66,51.65,0.76,33.06
2018-02-26,118.0,56.87,119.73,65.82,1.09,40.48
2018-02-27,134.0,57.66,123.59,67.65,1.16,40.86
2018-02-28,129.0,62.25,139.53,70.43,1.3,41.99
2018-03-01,124.0,54.84,127.04,65.26,1.12,37.91
2018-03-02,118.0,52.72,120.49,56.01,1.06,43.91
2018-03-03,119.0,51.59,122.0,45.04,0.88,53.05
2018-03-04,122.0,54.72,116.74,49.19,0.94,50.33
2018-03-05,114.0,47.44,111.76,45.37,0.89,48.64
2018-03-06,106.0,47.97,104.93,38.91,0.74,56.45
2018-03-07,108.0,50.78,101.89,43.04,0.79,53.66
2018-03-08,107.0,53.81,114.59,49.93,0.92,45.08
2018-03-09,118.0,57.28,120.43,52.67,0.96,45.57
2018-03-10,122.0,66.37,133.3,49.74,1.02,50.9
2018-03-11,124.0,53.02,108.18,35.56,0.79,57.23
2018-03-12,95.0,38.87,96.19,40.44,0.67,44.39
2018-03-13,88.0,39.69,87.82,41.84,0.71,42.72
2018-03-14,103.0,47.34,101.24,45.05,0.85,49.57
2018-03-15,96.0,47.88,103.11,37.4,0.77,48.41
2018-03-16,115.0,60.25,134.44,39.37,0.86,43.99
2018-03-17,105.0,51.0,78.33,33.36,0.76,47.12
2018-03-18,80.0,41.38,71.63,32.85,0.7,37.7
2018-03-19,93.0,48.07,92.55,41.03,0.83,48.04
2018-03-20,103.0,54.74,102.17,47.03,0.87,47.14
2018-03-21,108.0,57.87,118.46,45.49,0.89,45.92
2018-03-22,126.0,57.07,139.34,52.52,0.86,32.33
2018-03-23,128.0,56.64,146.7,58.35,1.01,36.12
2018-03-24,131.0,59.91,149.81,63.27,1.05,39.62
2018-03-25,135.0,71.4,150.7,49.1,0.98,43.09
2018-03-26,126.0,61.47,126.86,39.51,0.84,44.76
2018-03-27,123.0,59.53,124.78,44.63,0.79,50.92
2018-03-28,116.0,53.11,113.07,40.84,0.75,51.24
2018-03-29,122.0,62.27,135.91,48.19,0.91,48.28
2018-03-30,120.0,54.62,114.81,40.32,0.81,45.56
2018-03-31,110.0,50.15,112.36,41.99,0.83,49.61
2018-04-01,103.0,43.05,89.8,31.47,0.63,48.2
2018-04-02,84.0,37.91,75.96,38.98,0.72,44.0
2018-04-03,99.0,51.35,97.31,40.96,0.78,41.0
2018-04-04,101.0,44.94,91.88,39.39,0.72,50.85
2018-04-05,92.0,41.51,86.82,36.55,0.67,43.49
2018-04-06,98.0,46.87,103.01,42.39,0.74,46.02
2018-04-07,93.0,35.9,79.03,50.76,0.76,49.0
2018-04-08,85.0,30.27,61.55,35.94,0.67,44.24
2018-04-09,95.0,40.26,91.86,41.16,0.71,47.22
2018-04-10,98.0,35.54,97.46,38.69,0.79,37.75
2018-04-11,88.0,27.63,72.09,31.01,0.68,31.17
2018-04-12,83.0,31.58,79.04,42.54,0.67,38.29
2018-04-13,83.0,25.24,66.21,33.9,0.56,38.8
2018-04-14,79.0,23.05,58.22,30.02,0.69,40.13
2018-04-15,73.0,29.71,63.54,31.86,0.83,27.82
2018-04-16,100.0,45.86,103.38,45.36,0.9,36.09
2018-04-17,99.0,34.29,90.45,38.79,0.72,41.82
2018-04-18,93.0,37.19,92.25,35.18,0.61,45.82
2018-04-19,108.0,43.52,118.3,44.05,0.77,39.18
2018-04-20,117.0,42.38,120.61,44.88,0.86,37.27
2018-04-21,122.0,49.14,139.55,51.13,0.9,31.15
2018-04-22,117.0,42.97,110.65,39.3,0.75,43.31
2018-04-23,90.0,33.12,80.06,28.02,0.56,49.31
2018-04-24,90.0,33.09,95.19,35.48,0.54,51.74
2018-04-25,104.0,35.61,86.24,29.59,0.6,53.56
2018-04-26,94.0,38.11,92.67,35.66,0.62,52.61
2018-04-27,101.0,39.78,99.47,35.85,0.68,52.49
2018-04-28,94.0,39.85,86.22,30.66,0.52,46.38
2018-04-29,102.0,43.44,95.6,30.99,0.59,49.28
2018-04-30,103.0,44.84,106.84,39.52,0.7,44.31
2018-05-01,116.0,43.83,133.09,32.08,0.57,45.47
2018-05-02,101.0,36.08,95.82,31.21,0.7,48.88
2018-05-03,98.0,31.39,86.12,27.73,0.56,48.87
2018-05-04,81.0,19.59,48.18,31.67,0.62,50.95
2018-05-05,74.0,28.81,68.37,30.11,0.6,51.31
2018-05-06,83.0,31.91,81.65,28.95,0.58,47.6
2018-05-07,93.0,33.68,93.43,28.72,0.58,51.78
2018-05-08,111.0,43.05,110.15,43.5,0.97,46.9
2018-05-09,112.0,44.32,101.87,37.73,0.67,43.87
2018-05-10,101.0,33.83,74.91,31.53,0.63,45.59
2018-05-11,95.0,32.76,80.97,31.48,0.66,50.78
2018-05-12,96.0,33.05,81.54,31.04,0.64,50.32
2018-05-13,101.0,31.85,76.51,32.48,0.74,61.46
2018-05-14,100.0,29.86,67.84,26.02,0.64,56.79
2018-05-15,87.0,24.49,46.54,24.04,0.68,51.51
2018-05-16,85.0,41.89,90.88,33.42,0.78,48.44
2018-05-17,106.0,43.47,103.29,41.31,0.9,39.03
2018-05-18,89.0,37.31,88.67,35.51,0.62,45.12
2018-05-19,103.0,47.42,136.63,37.25,0.69,46.38
2018-05-20,117.0,38.59,106.87,29.22,0.62,62.1
2018-05-21,132.0,48.33,137.04,32.24,0.91,59.66
2018-05-22,120.0,42.68,108.84,27.06,0.69,56.37
2018-05-23,110.0,47.5,122.16,33.71,0.83,52.86
2018-05-24,104.0,36.41,93.09,32.39,0.78,47.17
2018-05-25,119.0,42.17,108.46,31.54,0.76,55.12
2018-05-26,91.0,23.65,67.93,25.79,0.69,36.5
2018-05-27,83.0,26.11,69.28,26.65,0.78,49.07
2018-05-28,87.0,31.17,76.56,25.45,0.72,45.6
